"table_schema","table_name","column_name","ordinal_position","data_type","numeric_precision","numeric_scale","character_maximum_length","is_nullable","is_pk","is_fk","fk_table_name","fk_column_name","schema","table_name-2","column_name-2","comment","object_type"
"public","tbl_methods","description",4,"text",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,"public","tbl_methods","description","Detailed description of the analysis method.","column"
"public","tbl_methods","method_abbrev_or_alt_name",5,"character varying",NULL,NULL,50,"YES","NO","NO",NULL,NULL,"public","tbl_methods","method_abbrev_or_alt_name","Abbreviation or alternative name for the method.","column"
"public","tbl_methods","method_group_id",6,"integer",32,0,NULL,"NO","NO","YES","tbl_method_groups","method_group_id","public","tbl_methods","method_group_id","Specifies the group category of the method.","column"
"public","tbl_methods","method_name",7,"character varying",NULL,NULL,50,"NO","NO","NO",NULL,NULL,"public","tbl_methods","method_name","Full name of the analysis method.","column"
"public","tbl_methods","record_type_id",8,"integer",32,0,NULL,"YES","NO","YES","tbl_record_types","record_type_id","public","tbl_methods","record_type_id","Specifies the type of record related to the method.","column"
"public","tbl_methods","unit_id",9,"integer",32,0,NULL,"YES","NO","YES","tbl_units","unit_id","public","tbl_methods","unit_id","Specifies the unit of measurement used in the method.","column"
"public","tbl_methods","method_uuid",10,"uuid",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_modification_types","modification_type_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_modification_types","modification_type_id","Primary key (automatically incremented).","column"
"public","tbl_modification_types","modification_type_name",2,"character varying",NULL,NULL,128,"YES","NO","NO",NULL,NULL,"public","tbl_modification_types","modification_type_name","Concise identifier for the modification type, such as 'carbonized'.","column"
"public","tbl_modification_types","modification_type_description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_modification_types","modification_type_description","Detailed description of the modification to ensure clarity and understanding, especially for those unfamiliar with domain-specific terminology.","column"
"public","tbl_modification_types","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_physical_sample_features","physical_sample_feature_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_physical_sample_features","physical_sample_feature_id","Primary key (automatically incremented).","column"
"public","tbl_physical_sample_features","date_updated",2,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_physical_sample_features","feature_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_features","feature_id","public","tbl_physical_sample_features","feature_id","Specifies the unique identifier of a feature.","column"
"public","tbl_physical_sample_features","physical_sample_id",4,"integer",32,0,NULL,"NO","NO","YES","tbl_physical_samples","physical_sample_id","public","tbl_physical_sample_features","physical_sample_id","Identifies the specific physical sample.","column"
"public","tbl_physical_samples","physical_sample_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_physical_samples","physical_sample_id","Primary key (automatically incremented).","column"
"public","tbl_physical_samples","sample_group_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_sample_groups","sample_group_id","public","tbl_physical_samples","sample_group_id","Identifies the specific sample group this sample belongs to.","column"
"public","tbl_physical_samples","alt_ref_type_id",3,"integer",32,0,NULL,"YES","NO","YES","tbl_alt_ref_types","alt_ref_type_id","public","tbl_physical_samples","alt_ref_type_id","Specifies the type of the primary sample name, such as lab or museum number.","column"
"public","tbl_physical_samples","sample_type_id",4,"integer",32,0,NULL,"NO","NO","YES","tbl_sample_types","sample_type_id","public","tbl_physical_samples","sample_type_id","Specifies the physical form of the sample, such as bulk sample or core subsample.","column"
"public","tbl_physical_samples","sample_name",5,"character varying",NULL,NULL,50,"NO","NO","NO",NULL,NULL,"public","tbl_physical_samples","sample_name","Primary reference number or name of the sample. Additional references can be recorded as alternative names.","column"
"public","tbl_physical_samples","date_updated",6,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_physical_samples","date_sampled",7,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_physical_samples","date_sampled","The date when the sample was collected.","column"
"public","tbl_project_stages","project_stage_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_project_stages","project_stage_id","Primary key (automatically incremented).","column"
"public","tbl_project_stages","stage_name",2,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_project_stages","stage_name","The name of the project stage within the investigative cycle, such as desktop study, prospection, or final excavation.","column"
"public","tbl_project_stages","description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_project_stages","description","A detailed explanation of the project stage, outlining its purpose and general activities involved.","column"
"public","tbl_project_stages","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_project_types","project_type_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_project_types","project_type_id","Primary key (automatically incremented).","column"
"public","tbl_project_types","project_type_name",2,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_project_types","project_type_name","The name representing the project type, such as consultancy, research, teaching, or combinations like consultancy/teaching.","column"
"public","tbl_project_types","description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_project_types","description","Details the combination of project types, if applicable, such as teaching/research.","column"
"public","tbl_project_types","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_projects","project_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_projects","project_id","Primary key (automatically incremented).","column"
"public","tbl_projects","project_type_id",2,"integer",32,0,NULL,"YES","NO","YES","tbl_project_types","project_type_id","public","tbl_projects","project_type_id","Specifies the type of the project, linking to the corresponding type details.","column"
"public","tbl_projects","project_stage_id",3,"integer",32,0,NULL,"YES","NO","YES","tbl_project_stages","project_stage_id","public","tbl_projects","project_stage_id","Specifies the project's stage, linking to the corresponding stage details.","column"
"public","tbl_projects","project_name",4,"character varying",NULL,NULL,150,"YES","NO","NO",NULL,NULL,"public","tbl_projects","project_name","The full name of the project (e.g., Phil's PhD Thesis, Malm� Ring Road V�gverket).","column"
"public","tbl_projects","project_abbrev_name",5,"character varying",NULL,NULL,25,"YES","NO","NO",NULL,NULL,"public","tbl_projects","project_abbrev_name","An optional field for the abbreviation or acronym of the project name (e.g., VGV, SWEDAB).","column"
"public","tbl_projects","description",6,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_projects","description","A brief overview of the project, including relevant details that facilitate further exploration.","column"
"public","tbl_projects","date_updated",7,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_rdb","rdb_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_rdb","rdb_id","Primary key (automatically incremented).","column"
"public","tbl_rdb","location_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_locations","location_id","public","tbl_rdb","location_id","Specifies the geographical area relevant to the rarity data, such as international IUCN classifications specific to the UK.","column"
"public","tbl_rdb","rdb_code_id",3,"integer",32,0,NULL,"YES","NO","YES","tbl_rdb_codes","rdb_code_id","public","tbl_rdb","rdb_code_id","Specifies the the specific rarity designation or classification code.","column"
"public","tbl_rdb","taxon_id",4,"integer",32,0,NULL,"NO","NO","YES","tbl_taxa_tree_master","taxon_id","public","tbl_rdb","taxon_id","Specifies the taxonomic unit related to this record.","column"
"public","tbl_rdb","date_updated",5,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_rdb_codes","rdb_code_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_rdb_codes","rdb_code_id","Primary key (automatically incremented).","column"
"public","tbl_rdb_codes","date_updated",2,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_rdb_codes","rdb_category",3,"character varying",NULL,NULL,4,"YES","NO","NO",NULL,NULL,"public","tbl_rdb_codes","rdb_category","The name of the rarity category.","column"
"public","tbl_rdb_codes","rdb_definition",4,"character varying",NULL,NULL,200,"YES","NO","NO",NULL,NULL,"public","tbl_rdb_codes","rdb_definition","Detailed description of the rarity category.","column"
"public","tbl_rdb_codes","rdb_system_id",5,"integer",32,0,NULL,"YES","NO","YES","tbl_rdb_systems","rdb_system_id","public","tbl_rdb_codes","rdb_system_id","Specifies the identifier of the system in tbl_rdb_systems.","column"
"public","tbl_rdb_systems","rdb_system_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_rdb_systems","rdb_system_id","Primary key (automatically incremented).","column"
"public","tbl_rdb_systems","biblio_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_biblio","biblio_id","public","tbl_rdb_systems","biblio_id","Specifies the publication that describes or mentions  the RDB system.","column"
"public","tbl_rdb_systems","location_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_locations","location_id","public","tbl_rdb_systems","location_id","Specifies the geographical applicability of the RDB system, e.g., UK, international, New Forest.","column"
"public","tbl_rdb_systems","rdb_first_published",4,"smallint",16,0,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_rdb_systems","rdb_first_published","The year the RDB system was first published.","column"
"public","tbl_rdb_systems","rdb_system",5,"character varying",NULL,NULL,10,"YES","NO","NO",NULL,NULL,"public","tbl_rdb_systems","rdb_system","The name or title of the RDB system.","column"
"public","tbl_rdb_systems","rdb_system_date",6,"integer",32,0,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_rdb_systems","rdb_system_date","The date related to the RDB system, possibly indicating the version or update year.","column"
"public","tbl_rdb_systems","rdb_version",7,"character varying",NULL,NULL,10,"YES","NO","NO",NULL,NULL,"public","tbl_rdb_systems","rdb_version","The version or edition number of the RDB system.","column"
"public","tbl_rdb_systems","date_updated",8,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_rdb_systems","rdb_system_uuid",9,"uuid",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_record_types","record_type_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_record_types","record_type_id","Primary key (automatically incremented).","column"
"public","tbl_record_types","record_type_name",2,"character varying",NULL,NULL,50,"YES","NO","NO",NULL,NULL,"public","tbl_record_types","record_type_name","Concise name representing the proxy or proxies within the group.","column"
"public","tbl_record_types","record_type_description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_record_types","record_type_description","Provides a detailed explanation of the group's composition and the rationale for its categorization.","column"
"public","tbl_record_types","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_relative_age_refs","relative_age_ref_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_relative_age_refs","relative_age_ref_id","Primary key (automatically incremented).","column"
"public","tbl_relative_age_refs","biblio_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_biblio","biblio_id","public","tbl_relative_age_refs","biblio_id","Specifies the publication that describes or mentions the relative age definition.","column"
"public","tbl_relative_age_refs","date_updated",3,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_relative_age_refs","relative_age_id",4,"integer",32,0,NULL,"NO","NO","YES","tbl_relative_ages","relative_age_id","public","tbl_relative_age_refs","relative_age_id","Specifies the the relative age defined by this reference.","column"
"public","tbl_relative_age_types","relative_age_type_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_relative_age_types","relative_age_type_id","Primary key (automatically incremented).","column"
"public","tbl_relative_age_types","age_type",2,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_age_types","age_type","The name of the chronological age type, which can include archaeological periods, specific calendar dates, calendar age ranges, or periods defined by the Blytt-Sernander classification.","column"
"public","tbl_relative_age_types","description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_age_types","description","A detailed explanation of the chronological age type, such as a period marked by archaeological or geological evidence indicating cultural activities or climate changes as inferred from paleo-vegetation records.","column"
"public","tbl_relative_age_types","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_relative_ages","relative_age_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_relative_ages","relative_age_id","Primary key (automatically incremented).","column"
"public","tbl_relative_ages","relative_age_type_id",2,"integer",32,0,NULL,"YES","NO","YES","tbl_relative_age_types","relative_age_type_id","public","tbl_relative_ages","relative_age_type_id","Specifies the type of relative age.","column"
"public","tbl_relative_ages","relative_age_name",3,"character varying",NULL,NULL,50,"YES","NO","NO",NULL,NULL,"public","tbl_relative_ages","relative_age_name","Name of the dating period, e.g., 'Bronze Age'. Calendar ages should be named appropriately, such as 'AD 1492' or '74 BC'.","column"
"public","tbl_relative_ages","description",4,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_ages","description","A detailed description of the period, typically outlining its characteristics.","column"
"public","tbl_relative_ages","c14_age_older",5,"numeric",20,5,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_ages","c14_age_older","C14 age of the older boundary of the period, if applicable.","column"
"public","tbl_relative_ages","c14_age_younger",6,"numeric",20,5,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_ages","c14_age_younger","C14 age of the younger boundary of the period, if applicable. Leave blank for calendar ages.","column"
"public","tbl_relative_ages","cal_age_older",7,"numeric",20,5,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_ages","cal_age_older","Approximate age before present (1950) of the earliest boundary of the period, or the calendar age converted to BP if applicable.","column"
"public","tbl_relative_ages","cal_age_younger",8,"numeric",20,5,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_ages","cal_age_younger","Approximate age before present (1950) of the latest boundary of the period, or the calendar age converted to BP if applicable.","column"
"public","tbl_relative_ages","notes",9,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_ages","notes","Additional notes on the period, such as definitions' reliability or boundary uncertainties.","column"
"public","tbl_relative_ages","date_updated",10,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_relative_ages","location_id",11,"integer",32,0,NULL,"YES","NO","YES","tbl_locations","location_id","public","tbl_relative_ages","location_id","Specifies the location related to the period.","column"
"public","tbl_relative_ages","abbreviation",12,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_ages","abbreviation","Standard abbreviated form of the period name, if available.","column"
"public","tbl_relative_ages","relative_age_uuid",13,"uuid",NULL,NULL,NULL,"NO","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_relative_dates","relative_date_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_relative_dates","relative_date_id","Primary key (automatically incremented).","column"
"public","tbl_relative_dates","relative_age_id",2,"integer",32,0,NULL,"YES","NO","YES","tbl_relative_ages","relative_age_id","public","tbl_relative_dates","relative_age_id","Specifies the relative age definition.","column"
"public","tbl_relative_dates","method_id",4,"integer",32,0,NULL,"YES","NO","YES","tbl_methods","method_id","public","tbl_relative_dates","method_id","Specifies the method used for dating the sample to a period or calendar date.","column"
"public","tbl_relative_dates","notes",5,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_relative_dates","notes","Additional notes regarding the sample's dating, including any specific details or observations.","column"
"public","tbl_relative_dates","date_updated",6,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_relative_dates","dating_uncertainty_id",7,"integer",32,0,NULL,"YES","NO","YES","tbl_dating_uncertainty","dating_uncertainty_id","public","tbl_relative_dates","dating_uncertainty_id","Specifies the uncertainty category related to the dating method used.","column"
"public","tbl_relative_dates","analysis_entity_id",8,"integer",32,0,NULL,"NO","NO","YES","tbl_analysis_entities","analysis_entity_id","public","tbl_relative_dates","analysis_entity_id","Identifies the specific analysis entity associated with this record.","column"
"public","tbl_sample_alt_refs","sample_alt_ref_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_alt_refs","sample_alt_ref_id","Primary key (automatically incremented).","column"
"public","tbl_sample_alt_refs","alt_ref",2,"character varying",NULL,NULL,80,"NO","NO","NO",NULL,NULL,"public","tbl_sample_alt_refs","alt_ref","Alternative reference name for the physical sample.","column"
"public","tbl_sample_alt_refs","alt_ref_type_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_alt_ref_types","alt_ref_type_id","public","tbl_sample_alt_refs","alt_ref_type_id","Specifies the type of alternative identification.","column"
"public","tbl_sample_alt_refs","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_alt_refs","physical_sample_id",5,"integer",32,0,NULL,"NO","NO","YES","tbl_physical_samples","physical_sample_id","public","tbl_sample_alt_refs","physical_sample_id","Identifies the specific physical sample.","column"
"public","tbl_sample_colours","sample_colour_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_colours","sample_colour_id","Primary key (automatically incremented).","column"
"public","tbl_sample_colours","colour_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_colours","colour_id","public","tbl_sample_colours","colour_id","Specifies the unique identifier for a color.","column"
"public","tbl_sample_colours","date_updated",3,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_colours","physical_sample_id",4,"integer",32,0,NULL,"NO","NO","YES","tbl_physical_samples","physical_sample_id","public","tbl_sample_colours","physical_sample_id","Identifies the specific physical sample.","column"
"public","tbl_sample_coordinates","sample_coordinate_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_coordinates","sample_coordinate_id","Primary key (automatically incremented).","column"
"public","tbl_sample_coordinates","physical_sample_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_physical_samples","physical_sample_id","public","tbl_sample_coordinates","physical_sample_id","Identifies the specific physical sample.","column"
"public","tbl_sample_coordinates","coordinate_method_dimension_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_coordinate_method_dimensions","coordinate_method_dimension_id","public","tbl_sample_coordinates","coordinate_method_dimension_id","Specifies referencing the method used to determine the grid type.","column"
"public","tbl_sample_coordinates","measurement",4,"numeric",20,10,NULL,"NO","NO","NO",NULL,NULL,"public","tbl_sample_coordinates","measurement","The specific coordinate measurement value.","column"
"public","tbl_sample_coordinates","accuracy",5,"numeric",20,10,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_sample_coordinates","accuracy","Describes the precision of the GPS data, e.g., 5m, 10m, 0.01m.","column"
"public","tbl_sample_coordinates","date_updated",6,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_description_sample_group_contexts","sample_description_sample_group_context_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_description_sample_group_contexts","sample_description_sample_group_context_id","Primary key (automatically incremented).","column"
"public","tbl_sample_description_sample_group_contexts","sampling_context_id",2,"integer",32,0,NULL,"YES","NO","YES","tbl_sample_group_sampling_contexts","sampling_context_id","public","tbl_sample_description_sample_group_contexts","sampling_context_id","Specifies the sampling context, providing contextual details about the sampling environment.","column"
"public","tbl_sample_description_sample_group_contexts","sample_description_type_id",3,"integer",32,0,NULL,"YES","NO","YES","tbl_sample_description_types","sample_description_type_id","public","tbl_sample_description_sample_group_contexts","sample_description_type_id","Specifies the sample description type, indicating the type of sample described.","column"
"public","tbl_sample_description_sample_group_contexts","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_description_types","sample_description_type_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_description_types","sample_description_type_id","Primary key (automatically incremented).","column"
"public","tbl_sample_description_types","type_name",2,"character varying",NULL,NULL,255,"YES","NO","NO",NULL,NULL,"public","tbl_sample_description_types","type_name","Name assigned to the sample type.","column"
"public","tbl_sample_description_types","type_description",3,"text",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_sample_description_types","type_description","Detailed description of the sample type.","column"
"public","tbl_sample_description_types","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_descriptions","sample_description_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_descriptions","sample_description_id","Primary key (automatically incremented).","column"
"public","tbl_sample_descriptions","sample_description_type_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_sample_description_types","sample_description_type_id","public","tbl_sample_descriptions","sample_description_type_id","Specifies the type identifier for the sample description.","column"
"public","tbl_sample_descriptions","physical_sample_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_physical_samples","physical_sample_id","public","tbl_sample_descriptions","physical_sample_id","Identifies the specific physical sample.","column"
"public","tbl_sample_descriptions","description",4,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_sample_descriptions","description","Textual description of the sample.","column"
"public","tbl_sample_descriptions","date_updated",5,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_dimensions","sample_dimension_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_dimensions","sample_dimension_id","Primary key (automatically incremented).","column"
"public","tbl_sample_dimensions","physical_sample_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_physical_samples","physical_sample_id","public","tbl_sample_dimensions","physical_sample_id","Identifies the specific physical sample.","column"
"public","tbl_sample_dimensions","dimension_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_dimensions","dimension_id","public","tbl_sample_dimensions","dimension_id","Specifies the specific dimension being measured  (e.g., length, width, height)..","column"
"public","tbl_sample_dimensions","method_id",4,"integer",32,0,NULL,"NO","NO","YES","tbl_methods","method_id","public","tbl_sample_dimensions","method_id","Specifies the measurement method used, including associated units.","column"
"public","tbl_sample_dimensions","dimension_value",5,"numeric",20,10,NULL,"NO","NO","NO",NULL,NULL,"public","tbl_sample_dimensions","dimension_value","The quantified value of the measured dimension.","column"
"public","tbl_sample_dimensions","date_updated",6,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_dimensions","qualifier_id",7,"integer",32,0,NULL,"YES","NO","YES","tbl_value_qualifiers","qualifier_id",NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_group_coordinates","sample_group_position_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_group_coordinates","sample_group_position_id","Primary key (automatically incremented).","column"
"public","tbl_sample_group_coordinates","coordinate_method_dimension_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_coordinate_method_dimensions","coordinate_method_dimension_id","public","tbl_sample_group_coordinates","coordinate_method_dimension_id","Specifies the method and dimension used for determining coordinates.","column"
"public","tbl_sample_group_coordinates","sample_group_position",3,"numeric",20,10,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_sample_group_coordinates","sample_group_position","Describes the specific position within the sample group.","column"
"public","tbl_sample_group_coordinates","position_accuracy",4,"character varying",NULL,NULL,128,"YES","NO","NO",NULL,NULL,"public","tbl_sample_group_coordinates","position_accuracy","Specifies the accuracy level of the recorded position.","column"
"public","tbl_sample_group_coordinates","sample_group_id",5,"integer",32,0,NULL,"NO","NO","YES","tbl_sample_groups","sample_group_id","public","tbl_sample_group_coordinates","sample_group_id","Identifies the specific sample group.","column"
"public","tbl_sample_group_coordinates","date_updated",6,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_group_description_type_sampling_contexts","sample_group_description_type_sampling_context_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_group_description_type_sampling_contexts","sample_group_description_type_sampling_context_id","Primary key (automatically incremented).","column"
"public","tbl_sample_group_description_type_sampling_contexts","sampling_context_id",2,"integer",32,0,NULL,"NO","NO","YES","tbl_sample_group_sampling_contexts","sampling_context_id","public","tbl_sample_group_description_type_sampling_contexts","sampling_context_id","Specifies the sampling context, providing contextual details about the sampling environment.","column"
"public","tbl_sample_group_description_type_sampling_contexts","sample_group_description_type_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_sample_group_description_types","sample_group_description_type_id","public","tbl_sample_group_description_type_sampling_contexts","sample_group_description_type_id","Specifies the description type.","column"
"public","tbl_sample_group_description_type_sampling_contexts","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_group_description_types","sample_group_description_type_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_group_description_types","sample_group_description_type_id","Primary key (automatically incremented).","column"
"public","tbl_sample_group_description_types","type_name",2,"character varying",NULL,NULL,255,"YES","NO","NO",NULL,NULL,"public","tbl_sample_group_description_types","type_name","The name or label of the sample group description type.","column"
"public","tbl_sample_group_description_types","type_description",3,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_sample_group_description_types","type_description","A detailed description of the sample group description type.","column"
"public","tbl_sample_group_description_types","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_group_descriptions","sample_group_description_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_group_descriptions","sample_group_description_id","Primary key (automatically incremented).","column"
"public","tbl_sample_group_descriptions","group_description",2,"character varying",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,"public","tbl_sample_group_descriptions","group_description","Textual description of the sample group.","column"
"public","tbl_sample_group_descriptions","sample_group_description_type_id",3,"integer",32,0,NULL,"NO","NO","YES","tbl_sample_group_description_types","sample_group_description_type_id","public","tbl_sample_group_descriptions","sample_group_description_type_id","Specifies the type of description for the sample group.","column"
"public","tbl_sample_group_descriptions","date_updated",4,"timestamp with time zone",NULL,NULL,NULL,"YES","NO","NO",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"public","tbl_sample_group_descriptions","sample_group_id",5,"integer",32,0,NULL,"YES","NO","YES","tbl_sample_groups","sample_group_id","public","tbl_sample_group_descriptions","sample_group_id","Specifies the specific sample group.","column"
"public","tbl_sample_group_dimensions","sample_group_dimension_id",1,"integer",32,0,NULL,"NO","YES","NO",NULL,NULL,"public","tbl_sample_group_dimensions","sample_group_dimension_id","Primary key (automatically incremented).","column"
